"review_title","review_text","review_star","date","author","page"
"Does not turn on reliably.","Bought this to replace an older Fire Stick because I left the remote behind on vacation. Buying a new, updated stick made more sense than buying a remote. This new stick is definitely faster than the old stick but the @#$%^ thing doesn't reliably turn on when I hit the power button on the remote. The TV and the AV receiver turn on every time but the stick sometimes requires 4 or 5 tries. Very frustrating. Oh yeah, the video and dialog are out of sync a lot. I would not recommend this particular stick.","3.0 out of 5 stars","Reviewed in the United States on February 18, 2022","syanmo",487
"Like Roku Software More but Not Hardware","The Fire TV software is getting better, but it's still not as good as Roku, especially if you dont use voice controls. I have had the Roku Stick and I'll never recomend them as long as the wifi radio is built into a proprietary plug and no option for a wired connection. Having two failed Roku wifi cables has left me disappointed with the Fire Stick's competition. Apps seem to work better on Roku, but nit sure who to blame on that; nothing so bad to not like this product but enough to knock off a star.","5.0 out of 5 stars","Reviewed in the United States on February 16, 2022","Me",487
"Update","When I got this, it required an update immediately after I plugged it in. The update didn't finish downloading when it just stopped. I had to unplug then tried again and still wouldn't work. Then my TV screen went black and thought it had messed up and almost had to go get a new TV. I ended up on the phone for about an hour with a help person who tried to help me get it started. She didn't really help. She had me just go through all the things I had already done. Plus, she must have been working from home?She would put me on a hold then come back and I could hear kids crying in the background. She finally gave up trying to help and decided to just send me a new one and figured the one I got was faulty.Once I got the new one it worked great. Just a lot of hassles","5.0 out of 5 stars","Reviewed in the United States on April 25, 2022","Linda",487
"This is not a dream... its a stream ;)","I like this new remote with the buttons that take you directly to Netflix. Hulu, etc. That really feels like a huge time saver (even if it isnt) its really my favorite thing here.Also, I'm not sure if it is this updated remote or Alexa, but my old remote would raise the volume on the TV and sound bar, it was soooo annoying. This one has the power and volume separated somehow so I can point it directly at my sound bar and it has never changed the actual TV volume, only the sound bar. Thats a huge win to me! Love it!","5.0 out of 5 stars","Reviewed in the United States on December 14, 2021","McMeekin",487
"Buffers on ESPN","I bought the fire stick 4K because it was on sale and I wanted to watch ESPN. My Visio TV smart cast is junk. The picture is great but their software leaves a lot to desire. The fire stick works good for the most part but the reason I bought it was to watch ESPN, but also bypass Smart cast on Visio. When I am watching ESPN it constantly buffers. Also my older fire stick buffers I hooked up my old Roku stick and it does not buffer, nor does my computer. So it’s not my network causing the problem. I still haven’t been able to find out why.","3.0 out of 5 stars","Reviewed in the United States on March 24, 2022","Gary",488
"Edit...not so hot","Everything was the same. It's the 2021 release of the same 4k stick as the 2019. A few extra buttons. I upgraded my router through my internet provider to get wifi-6 & with the combination I haven't experienced any lagging, loading, buffering, or choppy picture since.Edit: the titles & mini trailers aren't matching up. I've reset my stick multiple times. I'll stop my selection on a certain movie but the mini trailer will be for a completly different one. I'll select a movie to play on a certain channel & it's also not the same. Very frustrating when it's happening about 20% of the time.","2.0 out of 5 stars","Reviewed in the United States on November 30, 2021","Melina",488
"Turn any TV with an HDMI into a smart tv","So simple to use just plug it into a free HDMI port and plug in the USB power cord (use the power block it comes with I haven't found a TV USB port that has enough current), it will walk you through the setup. Having the TV power and volume on the remote is great if you cut the cords, one less remote needed. All the main apps work too; Paramount+, HBO max, Discovery+, Disney+, Hulu... Picture quality is perfect on my 1080p, the extra storage and power of the 4k stick makes it run smoothly","5.0 out of 5 stars","Reviewed in the United States on May 22, 2022","Reading Engineer",488
"Best streaming device out there! Runs Android so other apps like KODI can be installed.","The BEST streaming device out there. I've had all I can stand of Ro.. Once I found out this runs Android OS it was an instant winner! Simply allow debugging and sideloading then you're in business. Look for Firestick information on the web. It's everywhere. The clarity of this device is second to none. It's remote allows for control of a soundbar and TV. The range of the remote is very good also. Don't waste your money on cheap Android STB's (like I did) or the big RO.. Get this, you won't look back.","5.0 out of 5 stars","Reviewed in the United States on January 10, 2022","John Casey",488
"Pairing Remote Requires Software Update","The Firestick 4k absolutely would not pair with the new 4k remote it was shipped with. The ONLY solution I came up with was to pair an old remote with the 4k so I could get to ""Home"". I noticed the Home screen was the old menus so i inztalled updates.After reboot, the menus were as expected and the remote immediately paired without me doing anything!I then unpaired the old remote since I need it for its Firestick","3.0 out of 5 stars","Reviewed in the United States on May 21, 2022","EZMoney",488
"Stopped working with Disney+","Was a huge fan - bought 4K stick for new smart TV because we liked how easy it was to use. Then it stopped working with Disney+. Went back to remote that came with TV. Spent more time on google - doing several app uninstalls and rebooting systems than I care to admit. Hoping not too late to return. May need to look into Roku or Google TV. I remain very disappointed.","1.0 out of 5 stars","Reviewed in the United States on December 11, 2021","Jim Snyder",488
"Great device","We recently cut the cord on cable and are now streaming our content. This device has managed it very nicely. One annoyance is that it doesn't remember what shows we watched last in a series, so each time we go back to a series we have to keep scrolling through episodes to get to the next one (at least in Pluto TV). Maybe that's the fault of Pluto but I had not experienced that when streaming on apple tv, for example. Anyways, and compared to an apple tv, for $30 it is definitely a no brainer.","5.0 out of 5 stars","Reviewed in the United States on March 3, 2022","PaulABQ",488
"doesn't work well","I'm not sure if it's my fire stick, or my WIFI or what, but I can't seem to get this one to do anything I ask. I've never had one so maybe it's just me. This was only $29.00, on sale from $40.00, so maybe there are better ones out there. When I ask Alexa to do something, it takes me somewhere totally different. I just recently ordered Paramount Plus and couldn't get it to download on my smart TV so I was told to get a fire stick and that would solve my problem. Well it has not. Very bummed out and not sure what I will do next!","2.0 out of 5 stars","Reviewed in the United States on January 4, 2022","Kathy Smith",488
"FireTV stick 4K was delivered defective and Amazons response was 15% off next one I buy","FireTV stick 4K was delivered defective and never worked, no registration information or applications were ever downloaded, a 3 second fire tv logo is the only thing it would do... I tried searching online for a possible quick fix but the only option left was calling Amazons tech support and after an hour on the phone, nothing worked...unplug, wait10 minutes, plug back up, restart....change out adapter...change batteries...factory reset...etc... After being put on hold for another long period as he spoke to his supervisor, his response was that I needed to purchase another Firestick 4K with a 15% ...I thought this situation would have been made right by offering to send me a replacement Firestick 4K and a return postage box for the defective product...that way Amazons Quality Control could inspect and verify that it wouldn't boot up beyond the initial firetv logo...I guess it's just more convenient for them to resort to ""plausible deniability"" on their end and ignore my petty grievances as just someone trying to scam them for free merchandise or that through my own my error that made it defective. I've had 6 Firesticks over the past few years, mostly because of the generation upgrades and never have I experienced an issue like this... I've spent a great deal of time researching online for a solution...a great deal of time waiting on hold to speak to an Amazon representative...where I have to speak slow and simple English because it's to a foreign call center....constantly having to ask the technician to repeat because of accent or the limited basic vocabulary, especially having to translate technical terms all while being put on hold for lengthy periods of time made it extremely challenging...if not for optimistic hopes of possibly solving this problem soon then my patience would have gotten the best of me...Amazon failed in it's responsibility of ensuring quality service and product. I can assure you, my time invested in trying to make this right would equal 4 times the value in price I paid expecting a fully functioning Firestick 4K...and what aggravates me the most is that Amazon shows no effort in providing good customer service or responsibility in the quality of their products....Is it my integrity being questioned by some gaslighting Amazon employee over a 35 dollar transaction they failed to honor? dayKeep th' change, my integrity ain't for sale.Good day to you","1.0 out of 5 stars","Reviewed in the United States on January 30, 2022","Patrick Rice",488
"Nothing To Write Home About","This is my 4th Firestick. They seem to have very short shelf lives. I like that this version has shortcut buttons on the remote for apps like Netflix, Hulu, etc. I’m just disappointed that my data wasn’t transferred to the new stick, something I was prompted to agree to as I made my purchase. It was pretty annoying to have to reenter all my email/passwords. The remote is still very small and very easy to lose. The quality of the picture has improved though. Time will tell whether the streaming will be seamless.","3.0 out of 5 stars","Reviewed in the United States on January 1, 2022","Golden Jones",488
"Awesome","Bought this to replace an older model, works great. Was easy to set up and navigate. Once I logged in with Amazon it downloaded all my apps I had before. I bought several, one for each TV in my house and will be sending back the cable boxes from the bedrooms because my kids only use this and weren't watching the cable anyway. Saves me the monthly fee for each room on cable. I can easily watch my cable channels with this by downloading the app and logging into my account. Very happy with this purchase.","5.0 out of 5 stars","Reviewed in the United States on March 15, 2022","LEANDRA BURKS",489
"Great for What It Does, But BEWARE INTERNET OVERAGES","As much as anyone else, I can say that I like this streaming device. It playbacks in great quality and it has everything you need to stream your favorite apps. Where the problem lies is with the amount of internet it uses. This is something Amazon won't tell you, but any of their streaming sticks throttle your wifi into itself. In just six hours total of using the stick, my family used up around 60% of our allowed data and we pay for 1.5TB of data. Not only that, but whenever it's on, it runs down the speed of every other device in the house. As of now, we've disabled the 4K quality and put it down to the weakest option. I haven't noticed a change in quality, but the internet usage has dropped tremendously. It still throttles quite a bit, but only around 35% a month.","4.0 out of 5 stars","Reviewed in the United States on January 25, 2022","Dawson",489
"Exasperating","Watching live TV isn't too bad, but watching recorded shows is very exasperating. About every 3-18 seconds, the program stops and goes into buffer mode. these last up to 28 seconds. If you try to fast forward during a commercial, it will go into buffer mode from3-36 seconds. An hour show takes one hour, 45 minutes to 2 hours to watch. I have tried watching several recorded shows, and this happens every time.Update. Live shows are now buffering. 3 1/2 hours to watch 3 one-hour shows, even with trying to fast-forward during commercials.","1.0 out of 5 stars","Reviewed in the United States on December 7, 2021","puttski",489
"Worked well for our needs.","Worked well for our needs. Do not like you can't jump to the last channel using the remote however with technology and the 'recent used' channels we are ok with this. We were forced to switch to a streaming service and overall think this was a good change for what we needed. Would recommend to others and would probably purchase again. Like that we are able to use the carrier we selected and still be able to access Amazon movies and shows using the device. We haven't used Alexa feature yet.","5.0 out of 5 stars","Reviewed in the United States on February 7, 2022","KristenR",489
"Great streaming device but small font","I really like this streaming device and easily integrated into our Alexa and was super super easy to set up. My only complaint is the font on the screen is very small. You cannot make it bigger but you can make a huge box appear in the middle of the screen that makes it bigger - however it makes the menu far less navigable. Once you get into the specific apps (e.g., Prime Video, Netflix) the font is the normal size for those apps so not a huge deal. Can use alexa to pick what you want!","4.0 out of 5 stars","Reviewed in the United States on March 9, 2022","ND",489
"Would rate it as 5 stars ... if the first one they'd sent worked","The reason I purchased this FireStick - was because my wife enjoys some of the shows available on the FireStick we have in our living room. So I purchased one for our bedroom. Unfortunately the first one Amazon sent got stuck in an endless software update. After (30) minutes with the Tier I and then finally a stateside help agent, we came to the same conclusion that I'd ascertained an hour earlier - the unit was defective and required replacement. Fortunately the second one appears to be working ... for now.","4.0 out of 5 stars","Reviewed in the United States on January 22, 2022","Jim",489
"Far better than a smart tv","I already owned one for a year on an older non smart TV trouble free,I had a smaller ""smart tv"" in my bedroom that would consistently have troubles connecting or freeze and become non responsive unless I unplugged it and plugged it back in, was considered outdated by the company so I could not access many streaming services like imbd or Disney+I put my fire stick on it and it has been hassle free. Smart TV not required. Thank you. For the budget steaming solution for a fixed income individual.","5.0 out of 5 stars","Reviewed in the United States on December 22, 2021","Mary Beth",489
"Easy and Smooth","This one is faster than the previous versions (or ta least previous versions I've owned), clicking from one app or screen to another. It's easy to set up. I have my old one at my place and this new one at my BF's and it does have to go through it's little updating process. As always there's a little time required getting all the ""channels"" and ""apps"" updated and loaded, and logged in, otherwise I highly recommend this device to turn any screen with an HDMI port into a ""smart"" TV.","5.0 out of 5 stars","Reviewed in the United States on March 8, 2022","yea.bout.that",489
"Not what I expected","I was floored by the choices that were mostly only available at an additional cost. I already have Netflix, and this thing knocked that right offline and it took me forever to get it working again. The menu is difficult to understand, and the minimal controls have to be memorized. Not worth the effort unless this is your only source of entertainment. I would never use Alexa or voice recognition because they don't do well with accents, so that's all just unnecessary fluff, as far as I'm concerned.","3.0 out of 5 stars","Reviewed in the United States on January 25, 2022","Carolyn",489
"sec a recurring issue","I've been using FireTV products for years and sync has been a recurring theme. However, I believed by buying these new Firesticks that the situation would at least improve. Not only is my audio and video consistently out of sync at a much higher rate (I can't watch more than 30 minutes of live TV on any app without it becoming unwatchable), but none of the fixes on Amazon or other support forums seem to provide a long term solution. I'm now stuck with a decision of overhauling all my devices to an similar device or suffering with a far-below-par system I paid for...pathetic product in this day and age.","1.0 out of 5 stars","Reviewed in the United States on April 2, 2022","John Cowsert",489
"Just Amazing","The Amazon Firestick 4K is really good. Once installed the Firestick comes with so many streaming networks that are free so that's a huge plus. If you have other streaming networks that you pay for it also plays those. You just have to download them under the app section and downloading the apps are free. Once downloaded, then just sign in and now you can watch what ever streaming networks you are paying for. The 4K part is really good. Not every show is in 4k though. Buy even if it's not in 4K the picture quality is still in 1080p HD. The Alexa part is very good as well. My wife and I love this Amazon Firestick 4K and definitely recommend it. Hope this helps.","5.0 out of 5 stars","Reviewed in the United States on February 5, 2022","David Pierce",490
"Easy to Use, Great Picture","Even though my bedroom television isn't 4K, the picture quality seems to be better than my old Firestick (which has been put in our camper, so I needed a new one for my bedroom). Maybe I'm just hoping it's better instead of being sharper? Who knows? Either way, I'm so happy with the Firestick.I also bought the adapter that allows me to use my television's USB to power the Firestick, which makes the amount of dropped cords look less chaotic. I find both work extremely well.","5.0 out of 5 stars","Reviewed in the United States on February 3, 2022","WVMindiS",490
"Volume Doesn't Work","Just received this upgraded version and already during set-up the volume doesn't work..! This has been an ongoing problem with these remotes for the last 3 years that I know of.I've had so many Fire TV sticks and Fire TV boxes and NONE of the remotes work for very long if at all..! I only upgraded to this 2021 4k Fire Stick from the 2019 version because I need a working remote. Ugh.!None of the replacement remotes ever work either. Will be returning as I already know the two replacement remotes now being sent won't solve this ongoing problem.Right out of the box - and it's NON-working.","1.0 out of 5 stars","Reviewed in the United States on November 29, 2021","Dee DeeJ.",490
"Cheap","I purchased this to replace out old FireStick. I was waiting for them to go on sale. I did get a sale price but I found them $10 cheaper now. So disappointing. It works like it is supposed to but it feels so cheaply made. When you press the center circle to choose the back of the remote feels like it is going to cave in and break. I have checked several times and it is on properly so it is not loose it is just cheap. I will not purchase one again, at least from AMAZON I will get one from a retailer.","2.0 out of 5 stars","Reviewed in the United States on November 22, 2021","Tracey",490
"useless","Unfortunately amazon has decided to preload all of their apps even if you don’t use or want it like amazon music, photos, kids etc. which results in taking up all of the storage space so you can’t download any apps that you actually want. Tried adding a flash drive to add storage still doesn't work.","1.0 out of 5 stars","Reviewed in the United States on February 5, 2022","Shannon",490
"Worked well right out of the box.","Plugged it in, set it up using the QR code on the TV screen, the menu came up and started watching streaming content. One thing I wish it could do is to not control the TV on/off power. I also use OTA for my local stations and would like to turn off the fire stick without turning off the TV.","5.0 out of 5 stars","Reviewed in the United States on March 2, 2022","Ed45",490
"This is my second one","We originally bought the first 4k fire stick in a store locally. Great quality still have it. We purchased a second one for my living room for our projector. It works well there. We have it hooked up to the soundboard! It works perfect. We use it when we go traveling so we continue to watch our shows.The only thing I would recommend is to get more of a variety of Spanish shows, movies, or at least make the movies available in more languages. We come from a bilingual family and if anything that's what's stops us from watching Amazon Prime most of the time.","5.0 out of 5 stars","Reviewed in the United States on January 8, 2022","Mom of 3",490
"Dead on arrival.","Set up and connected to my network without any trouble other than the fact that it was extremely slow right out of the box, then hit the back button one time on the sign in to amazon account screen and now the whole thing is permanantly broken. It now turns on saying it is checking for updates and the network conection is slower than normal every time and freezes in a permanant dead screen until unplugged. It is compelely nonresponsive to the remote once it gets to the downloading screen and can not be fsctory reset or altered in any way. Amazon was unable to assist, had to return.","1.0 out of 5 stars","Reviewed in the United States on March 13, 2022","Steve",490
"so so unit","Not bad for price. If you like to randomly browse it' good and easy to use. The genre locating categories is a little weak. Unless you know what your looking for from seeing it before it's a little weak. Hope you don't mind Amazon keeping track of your movie, etc list. You have quite a lot of options to buy for add-ons. To be honest I haven't used the TV options yet as I have cable plus youtube streaming, etc. Wanted it to watch older movies at random times verses cable.","3.0 out of 5 stars","Reviewed in the United States on February 6, 2022","L. Davis",490
"Spend your money on this and not the ""Lite""","We bought this because we made the mistake of purchasing the firestick ""lite"". we originally purchased that because we dont have a 4k TV. This version of the fire stick ""fixed"" all the issue we were having with the ""lite"" version. Screen casting works, it doesnt crash, it doesnt have problems opening up common apps it doesnt have problems keeping connectivity to our router. Taking away a star because I shouldnt have to pay more to get the functionality I originally paid for.","4.0 out of 5 stars","Reviewed in the United States on January 24, 2022","Carma",490
"Much Better","We decided to do a trade in of our old fire stick for this new one. Our other one was from 2017 and it just seemed to lag all the time. I figured the new one would be more responsive, but it is soooo much more. I love that all the shortcut keys have been updated to streaming services I actually use. Plus we used to need both the remote for the fire stick and the actual TV remote in order to control everything. With this new updated version, we only need the fire stick! *mind blown!*","5.0 out of 5 stars","Reviewed in the United States on January 6, 2022","Lauren O.",491
"Had buffering issue","I bought the HD Firestick on sale for one of my TV's then when the 4K went on sale I bought it for another TV. I had no issues with the HD stick. The 4k stick buffered constantly. I tried everything in the book, online etc to fix the issue and could not get it to stop. I was getting ready to send it back and buy another HD stick but before I did that I switched the two between tv's and that took care of the problem. I have no idea why but now both of them are running smoothly.","4.0 out of 5 stars","Reviewed in the United States on January 20, 2022","Amazon Customer",491
"Good Value For The Money","Is easy to install and affordable plus you can carry it around when you take a trip. If the internet is poor you can always transfer Wi-Fi from your phone to the system and VOILA!! You'll have to create an account and add as many users you want, we have the whole family included. I use it in a smart 65"" Samsung because any TV processor is slow compared to the Fire Stick processor, if you feel lagging in your TV when switching apps or the apps feel slow, this little gadget is your solution.","5.0 out of 5 stars","Reviewed in the United States on January 6, 2022","Hawkeye",491
"More choices than cable tv","I was able to discontinue my tv viewing through cable. There are hundreds of choices available through the Fire Stick, including internet use. When you first start using the FS, it takes some getting used to, as with any new system. But as you get more familiar with the system, everything gets easier and there are plenty of help screens available along the way. Want to get more out of the FS? Go to YouTube for a great amount of information that makes the Fire Stick even better. I'm not an expert user, but learning more every day I use it.","5.0 out of 5 stars","Reviewed in the United States on May 12, 2022","Amazon Customer",491
"Finally cut the cable and saved $$$","still getting used to this device. There is a bit of a learning curve as using it is not immediately intuitive. Every so often, I get lost in the work flow of the device between its home mode (Firestick) and what is has and my YouTubeTV streaming app, with all the latter's content and 85+ channel live TV lineup. I can't compare it to ChromeCast or other devices, but I don't think you will be dissatisfied with it once you become accustomed to it. If you have a family member who needs the ultimate simplify of a very intuitive interface (i.e. computer challenged) , this device (and perhaps some others) may be a bit much for them. But to be fair, you may be able to set up a profile for them specifically that makes navigation much more simple by limiting content to what they only want. BY THE WAY, cutting the ""cable cord"" is also cutting my cable bill by 50%. Lastly, Firestick significantly improved picture quality ...even beyond that of fiber based services. I had FIOS.","4.0 out of 5 stars","Reviewed in the United States on March 30, 2022","Frank T",491
"Free again! Sort of…","It’s great to get all these tv channels with the inexpensive Fire Stick, will be scaling down satellite tv service and save a small fortune, after Football Season. It’s new so we’re not using everything available to us yet but I’m sure by the time we are used to using it more we will add to every TV for sure. Free again, if you have high speed internet, which costs a little more when you need more. Generations that remember all free tv are seniors now. Love this Fire Stick, I feel liberated!","5.0 out of 5 stars","Reviewed in the United States on November 20, 2021","Dianne S",491
"Not LG TV compatible","I purchased this 4K for stick for my brand new LG tv as the apps available on the LG tv are limited. I could not get AMC+ so I thought purchasing the fire stick would resolve my problems. Not so, at least not with my LG tv. I had so many issues with the fire stick when it was plugged into my new tv. I ended up using the fire stick on my Hisense tv in the bedroom & so far no issues with the device actually working. And the stream quality is 4 stars bc occasionally the show/program is fuzzy or there are blips while streaming. Overall I’m happy bc I can watch AMC+ on a wider screen instead of my laptop or iPhone. I almost cancelled my subscription bc of the frustration of my fire stick not working on my LG tv.","4.0 out of 5 stars","Reviewed in the United States on March 14, 2022","ATLSnow",491
"Amazing device, excellent video quality","This is my first streaming device, but I'm very impressed! I got it as a gift so I could watch the new Beatles documentary. The video and audio quality surpass the satellite TV hands down! The remastered Star Trek original series is absolutely GORGEOUS on the Firestick Amazon Prime Video, but the same episode on the SatTV Amazon Prime app, it suffers from too much compression (like all the other satellite channels). It's tempting to dump the Dish for the Firestick alone. I may do it!","5.0 out of 5 stars","Reviewed in the United States on December 12, 2021","Kindle Customer",491
"Remote control is not user friendly for the older generation","My parents just went through a big move. The tv, internet and phone was a new service for them. The tv is thru a company called comporium. They were given a Firestick for this new cable tv service. I thought this would be great because there are no boxes to deal with or satellite dish. Well, I was wrong. I set up the firesticks for both tv’s and their streaming app comporium. My mom had a little trouble at first, but she’s getting the hang of it, but my dad, dear lord help us all. Is there a remote that is user friendly for the older generation that suffers dementia? We’re constantly in his room fixing his tv. He does not understand the remote. The buttons are so close together and he keeps hitting the wrong one. He only needs to press up or down on the ring to change the channel. Since the buttons are so close together, he’s constantly hitting the blue button or the home button. Please make a remote with the buttons spaced away from each other, for the older generation. The remotes now are too small and the buttons are too close together.","5.0 out of 5 stars","Reviewed in the United States on March 24, 2022","Jennifer Owens",491
"Exelente","Es un poco difícil para gente mayor pueda programar si no sabes de tecnología . Tendría que ayudarlo un hijo o amigo. Pero luego de eso esta súper disfrutaras de muchas cosas. Se puede usar con el hot spot de tu celular también en caso de no tener internet en tu casa. Se requiere un hot spot ilimitado para poder usar el hot spot","5.0 out of 5 stars","Reviewed in the United States on January 8, 2022","janet",491
"This doesn’t work correctly","The remote is messed up, it goes rouge, does things when nobody is touching it. Also for some reason I can’t go from app to app. If I’m watching app “a” and want to watch app “b” I have to reset, yes RESET the fire stick in order to switch to another app. Also this fire stick freezes often and seems to have slow streaming","1.0 out of 5 stars","Reviewed in the United States on April 5, 2022","Randy",492
"Easier to use than my previous ONN. device","This Fire TV Stick has three features that differ from my previous ONN. streaming device that make it easier to use. (""ONN."" is a Walmart brand name.)1) The ""mute"" function on the ONN. would work only if first found and started streaming a video with music that the ONN. would recognise; then pressed the mute button while it was playing. If you started streaming any other video first, the ONN. would never activate the mute function. The Fire Stick mute button connects directly to the TV so it does not matter what videos are streaming.2) After using the ONN. for several months the ONN. upgraded its firmware. It seems that that upgrade caused it to have a limit to the number (or perhaps the total of minutes) of videos that could be watched. To continue I had to disconnect the power source for a few minutes. I have not seen this happen with the Fire Stick.One disadvantage of the Fire Stick is that it seems to detect when the TV is turned on and activates itself immediately. I have to turn off the Fire Stick if I want to watch something else, either from the other HDMI port or the USB port on the TV.The only draw-back is that the Fire Stick seems","5.0 out of 5 stars","Reviewed in the United States on April 18, 2022","Norman C Bullen",492
"I love this thing!","The controller works perfectly. It’s as though I just bought a new TV. I hadn’t realized that I was limiting the operation of my UHD TV all this time. I can finally see the 4K in all of it’s glory. What a difference! I’m so glad I upgraded from my old firestick. I had only done this upgrade because it had the additional TV controls. But now the picture is fantastic and the controller takes full advantage of my high speed Wi-Fi. Thanks Amazon. Well done!","5.0 out of 5 stars","Reviewed in the United States on April 8, 2022","Saddletramp",492
"Why was I late to this?","I should have bought this way back itself, late to the scene. Loved the new 4k stick. I could now watch the youtube videos which are of 4K quality. with my old gen stick, I wasnt even able to see the 2160p option in the video quality. Now for the videos which are 4K quality, its being listed and automatically being streamed in 2160p. Also I could now watch UHD movies from Prime and other streaming services. GO FOR IT. You wont be disappointed.","5.0 out of 5 stars","Reviewed in the United States on March 31, 2022","Nikhil Ravindran",492
"Works as described.","We purchased this product to get rid of our cable TV. We find it works well but it took a bit of time to figure out the ins and outs of everything. We are still getting everything we normally watched on cable, mostly through YouTube TV which gives us all of the major net works plus numerous other options. We already had Amazon Prime so were able to significantly reduce our costs for watching television which was our original goal.","5.0 out of 5 stars","Reviewed in the United States on April 11, 2022","Blue Goose",492
"Great picture no buffering","This is a great fire stick much improved from the previous 4K version the remote is much better and the Alexa voice seems to work a lot better the problem is 45 minutes into every program it pauses into a dark screen you have to hit the center button to keep playing whatever you're watching I find that very annoying and if anybody knows how to turn that off please tell me videos I've seen online save to turn off the screensaver it's off that does not help","4.0 out of 5 stars","Reviewed in the United States on January 27, 2022","D.Lemont",492
"Internet Connection Interrupted","I know everyone knows how good it is. The only problem I got with it is the internet connection. Sometimes the connection drops for one or two minutes. It happens about one or two times a day.I don't know what caused the internet connection interruption. Maybe my wifi is not strong enough. But other devices have no problem with it. Maybe my fire TV stick has a bug.It's a little bit annoying because it even happened to a 20-minute video.","4.0 out of 5 stars","Reviewed in the United States on March 1, 2022","bbgorson",492
"Wow! I had no idea streaming would be so easy.","This Firestick was so easy to load. It works beautifully. Should have cut cable years ago. Through a couple apps on the Firestick we’re watching all the shows we used to get on cable and more. My only “complaint” is that the remote is so small compared to the clunker the cable company provided. To anyone who thinks you have to be a techie to convert to streaming, all we needed was wifi and 15 minutes to set it up. Great product.","5.0 out of 5 stars","Reviewed in the United States on March 29, 2022","Joanjag",492
"Bad product worse customer service","I could not get the 4K Fire stick to pair with my tv. After almost an hour on the phone with tech support and still not working I asked for a new one to be sent to me and would return the one I just bought that was not working. I was told I was being sent a brand new 4K Firestick. To my surprise I was sent a refurbished one and was very upset seeing I paid for a brand new one. I called and spoke with an Amazon Leadership person named Alona A who said she could not send me a new one but could refund my money and I could keep the original non working 4K Firestick and the refurbished one and dispose of them of my choosing. She confirmed this in an email sent to me. I now just received an email from Amazon stating if I do not return the 4K Firestick they will charge me again for it. This is absolutely the worst customer service. I know Amazon does not care but I do and feel extremely upset. People be careful if you buy something and want to exchange it you most likely will get a refurbished item back. And NO ONE AT AMAZON WILL CARE!!!!!!","1.0 out of 5 stars","Reviewed in the United States on April 12, 2022","Beverly",492
"Fire stick got on fire!!!! dont even know what to think","I recently got this device because I was told they work really well on 4k devices and the 1st week they worked just fine. Anyways, on Monday, May 12-year-old daughter was watching tv and suddenly she got an error message saying fire stick 4k stopped working and 2 minutes after that the device got on fire. She was home alone because I just had left the house to buy some food. she called me terrified because the device got on fire and right after the TV got on fire So I had to drive back home super fast to stop the fire. Thanks god I was fast enough to make it home on time and shut the fire down, This could have burned my whole place down. I lost my tv but I could have lost everything here . I dont think I will use your services again. now I have to take $1.300 to get and new TV and replace the furniture","1.0 out of 5 stars","Reviewed in the United States on March 10, 2022","steve rodel",492
"Does not work for my new Sony tv","After installing unit when turned on the screen menu appears but it is frozen. I Have to play with the tv remote and then the fire stick unit until I eventually get to either Amazon video or Netflix and then exit the program to eventually get to direct tv stream. Very frustrating. Unfortunately when I decided that i had enough and was going to return unit big snow storm hit and I cannot get out to return with my return window ends in a day. My other two fire sticks work just fine.","1.0 out of 5 stars","Reviewed in the United States on February 3, 2022","Consumer123",493
"Updates WILL slow it down.","I have two of these. One for streaming which is connected to the internet and one that is offline used as a local media host.The offline unit has the original firmware. Navigation is fluid, fast.The other one, which is automatically updated, is PAINFULLY slow.So I did an experiment (which I regret). I factory reset both, updated both to the latest firmware.I now have 2 painfully slow Firestick 4k.","2.0 out of 5 stars","Reviewed in the United States on March 12, 2022","Amazon Customer",493
"Replaced old Firestick","My Firestick was running slower and slower and finally stopped working altogether. I tried out all the suggested solutions including a hard reset back to factory settings. Still nothing. The main page would come on but would load anything. It had worked great for a good for four years so I just replaced it with this one. Set up was easy and somehow it was able to reload many of my favorites. This one is fast and has new features. I haven't tried any voice control.","5.0 out of 5 stars","Reviewed in the United States on February 24, 2022","A. Meadows",493
"It was not the right productct for my TV viewing","It is hard for me to give an accurate review on this product. Most of our TV viewing is on broadcast chanels. I did not know how to find them using this product. I wasn't sure how to search for the streaming chanels that we watch. I was hoping it would be a good alternative to the u-verse that works for us. I was hoping that it would reverse the cost of the At&t' and Comcast bills. If you are a Tech savy person, it might work for you. Installatiin was a little tricky but I was able to do that fairly easily.","2.0 out of 5 stars","Reviewed in the United States on December 31, 2021","Jerry Block",493
"Does not have all my streaming apps in the store","It works fine. The Alexa integration works. I can view the front door camera. But, it does not support all the streaming apps I use. Can't get SpectrumTV or The Daily WIre. Switched back to a Roku and all is good now. I don't care what Amazon's politics are. I just don't want them to limit my ability to use a product. So, this thing gets moved to the guest room. If I still had the box, I would have sent it back.","3.0 out of 5 stars","Reviewed in the United States on April 14, 2022","LinckG",493
"Makes watching TV a lot easier..","I'm always skeptical about purchasing items that I feel I don't absolutely need, like this FireStick. I figured I have a Xbox with the apps and I have a smart TV that has some of these apps - so why would I need this? Well, I'm glad I decided to try it out anyways. It was super easy to connect, it recognized my surround sound system and made sure it connected to that as well, the picture is way better and everything I watch is in one place. It's pretty awesome.","5.0 out of 5 stars","Reviewed in the United States on December 22, 2021","Amanda Kreger",493
