"review_title","review_text","review_star","date","author","page"
"Nine Reasons to Future-Proof with Apple TV 4K. Its top-of-the-line!","WOW! I could not believe how much better this version of Apple TV is. I have used the first two versions...merely OK. This one is well-thoughout and works great. Here are the reasons why I like it:1) I can get all of my favorite apps, which right now are Amazon Prime, Hulu, and GAIA. All the rest are available too.2) This version is 4K and works well with my new LG OLED 4K set and the Apple TV supports Dolby Vision, the top end of video quality. I'm getting great resolution so that I can go up to the set and find NO pixels when the video is 4K.3) I have a lot of Apple devices and I can show what is on my iPhone or iPad directly on the set at full resolution and do it easily with built-in apps.4) This version of the Apple TV can handle a lot of apps and it remembers all of the log-ins, so I don't have to remember them. I can just fire it up and go straight to the content.5) The remote doesn't navigate with up and down buttons, it uses a touchpad top. You swipe up or down and push in to select. Its faster and intuitive after you get used to it.6) There is a voice button that you can push and get stuff done. I have used it to turn closed captioning off and on and find apps. I haven't tried to use it to get content, but that might be possible.7) The remote pairs with your TV or my A/V receiver and I can turn the volume up or down.8) I like the setting where you can prevent the sound from booming when you change the channels. There is a setting to tick to clip loud sound, which is good always. We don't like to be ""blown away"" with loud sound, which our system is capable of and old steamers would allow.9) I feel future-proofed. It will be a while before all video is in Dolby-Vision!","5.0 out of 5 stars","Reviewed in the United States on July 3, 2018","Ray K",2
"Great 4K picture & sound - My concerns have been resolved","Since I returned the first AppleTV 4K, the replacement unit has worked flawlessly. The interface is excellent & easy to use. The quality of the video content is first-rate & the audio is stunning. I added front height speakers to enable Dolby Atmos sound from my system. It is truly amazing to hear. If you've been thinking about adding Atmos speakers, wait no longer. You won't believe the improvement in sound.So, my original grade of 3 stars has been moved up to 5 stars. It is another excellent product from Apple.I love all things Apple. I have 2 iPhones (my wife & I), a MacBook Pro, an Apple TV3 in my bedroom & an Apple TV 4K in the living room. Unfortunately, I had to return my first Apple TV 4K. I experienced what many buyers of the ATV 4K have - the picture would flicker off & then back on occasionally. This would continue for a while & then the next time the ATV would go off, the video never came back on even though the audio would continue to play. Nothing could fix this except to unplug the ATV to do a hard reboot. The whole process would then start again.I received my second ATV 4K 2 days ago. So far, this unit has performed as it should. Until I have proof that this unit won't start doing the same thing, I can't give the ATV 4K more than 3 stars.When it is working, the picture & sound are fantastic. I thought 4K, UHD, and/or DolbyVision were primarily improvements in video quality. But, wow - the audio improvement may be more dramatic than the video improvement. I love there ATV 4K when it works. It produces excellent video & audio. Apple needs to determine what is causing so many of their units to cut out. Apple recommends using a particular Belkin cable to ensure proper data transfer. I've bought one of these cables & it should arrive today.I will return to this review if the circumstances change concerning the performance of the ATV 4K.","5.0 out of 5 stars","Reviewed in the United States on August 28, 2018","Boomer1950",2
"Can't praise this enough - buy it","Apple really hit it out of the park with this one. I can't find a single fault with it.The remote is fantastic. Very small, but very comfortable and easy to use. Love the Siri support directly from the remote.Picture and audio quality are equally as good. I have an Nvidia Shield as well, but the Apple TV is noticeably better in both the visuals and audio (when connected to a 4K HDR compatible TV). Especially when playing music, there's no comparison between the two.HDMI CEC support is present as well, so you can turn on and off your TV directly from the Apple TV's remote.Truly an excellent product, wish I had bought it sooner.","5.0 out of 5 stars","Reviewed in the United States on August 12, 2018","Customer",2
"Better than I thought","I really love this little thing for what it does, it takes a little getting used to but I'm gonna highlight the things I love the most and found to be the greatest parts of this piece of tech below this first paragraph. Overall I absolutely loved what this has allowed me to be able to do, I have used Netflix and the like for years via a gaming platform and currently I've been using an Xbox One X for my daily needs and my TV is a Samsung Curved 55 inches 4K Smart LED TV. Now I can seamlessly watch literally anything on my TV while incorporating 5.1 surround sound and that's what it's all about.-Setup was hilariously easy, you're just plugging in three cables (power, internet, HDMI) then you can breeze through setup with your Iphone or just the remote. If you're an Apple nerd and have the phones too you'll be able to use that to help speed setup, and to use as a keyboard.-Then there's the remote!!!! Saw there was some argument on the merits of the remote but it feels great, it is rechargeable via the same cable as the iphone (cable included with apple tv.) But the best feature though? As I was going through the settings I realized it would control the volume of the AMP I have for the surround sound!! This is a minor thing in the grand scheme but having that built into one controller without having to locate my brand of AMP and do a setup or really anything I just checked a box and boom!-I bought this to be able to watch movies from my laptop to my TV easier because when I upgraded my TV it no longer smoothly input movies via the HDMI cable through the TV or through the AMP so I thought the Apple TV might be the answer. After playing around with different ways to do this I figured out it's 100% the answer and there is multiple ways to do it! You can add movies to itunes and then access them through the Apple TV or you can airplay your macbook or iphone (if applicable) to your apple tv and thus to your TV.-For those looking for a solution to their Smart TV's internal operating systems and are considering this and something like a firestick, it really comes down to what you need it for and how much you're willing to spend. If you want something with a host of uses and lots of functionality i'd go Apple TV but if you just need something simple to add one and take with you I'd go firestick-Like most if not all Apple products this one works the best if you have one or more in the suite to help aid in the setup and controls. The Macbook will talk to it via Itunes and anything you play via Airplay which is helpful when you're trying to play videos or music through your TV. The iphone is by far the most helpful for day to day use as it can double as a remote to pause and acesss menus, as well as double as a keyboard while performing any sort of search or typing input (like entering emails for Netflix account signup etc)","5.0 out of 5 stars","Reviewed in the United States on October 27, 2018","Trent",2
"Apple does it again! Best streaming device you can buy has everything!!!","The media could not be loaded.
 Apple makes high quality products that are expensive but that are platinum in their durability, features, style, and every other word you can think of when it comes to an A+ product. The Apple TV 4K device is no different. Light years better than the previous generation Apple TV 1080p.

The weight: The Apple TV 4K weights about 45 grams. The reason it's so heavy is because it houses hardware that allows it to bring you 4K content. Its still small enough to put on your entertainment center though.

Apps: It doesn't come with your standard apps Netflix, Hulu, HBO Max, Disney Plus etc installed. You have to go into the App Store and download them which only takes a second. But it has every app you can think of. Apps that I can't find on my LG OLED TV.

What it supports: It supports 1080P HD at a resolution of 1980x1080, 4K at a resolution of 3840x2160, HDR 10, HDR 10+, Dolby Vision, and Dolby Atmos. Here is important information about the resolution of the Apple TV 4K. I have the default interface at Dolby Vision 4K @ 60 Hz which looks amazing. Lets say you want to watch a movie in HD on HBO Max or Netflix, it will automatically transfer Dolby Vision to that HD title because you have the default dynamic range at Dolby Vision. To fix this, go to Video/Audio, Match Content, and make sure Match Dynamic Range and Match Frame Rate are turned on! I explain how to do this in a video I posted.

The Siri Remote: The invisible track pad is really what makes this remote top notch. Its smooth, doesn't lag, and if you're watching a movie or show, if you hold down on the trackpad it will tell you what time that show will be over as well as the standard timer.

Light and Dark Mode and the Apple TV remote in IOS: Light and Dark mode on my MacBook and iPhone is a great feature but I was wondering when it was coming to the Apple TV. Apple has implemented it in TV os. This was a great idea. I have it set where the interface becomes light in the day and dark at nice. Also, I'm so glad Apple implemented the Apple TV remote in iOS. The Apple TV remote app used to give me all kinds of issues and it would rarely get updated.

Overall this device is way better than the Roku Ultra and I tested both devices. I'm going to conclude with this. Never rely on apps built into your smart tv. Get an Apple TV 4K streaming device. 1. You get Dolby Atmos via hdmi and you don't get Dolby Atmos through your smart TV apps 2. Apps rarely update though smart TVs but you don't have that problem with an Apple TV 4K. It updates often, and you don't have to worry about your apps crashing either. INVEST IN THIS PRODUCT YOU WON'T BE DISAPPOINTED.","5.0 out of 5 stars","Reviewed in the United States on January 5, 2021","Rob",2
"I'm very unhappy with this product.","I have had nothing but problems with this Apple TV. I had trouble getting it installed and getting it to work. I've talked to Apple support at least 4 different times. Each time they have tried to help me but each time I have run into another problem. Their latest solution is that either I send it into them and be without my TV for 7 - 10 business days or take it to my local store which is 15 miles from my home. The ONLY appointments I can get are during rush hour. Then I would have to reinstall the whole thing over again. For my own sanity and blood pressure, I finally decided to try Amazon fire stick. I installed it in less than 15 minutes and have had no problems. Now I find out I can't return the Apple TV because I missed the return window (which also makes me unhappy). I've wasted $199 that I don't have to waste. If I could give a minus 10, this product would get it.","1.0 out of 5 stars","Reviewed in the United States on October 23, 2018","margeride",2
"Best Streaming Device I've Ever Used Yet!","Of all the streaming devices I've used in my life such as the Amazon Fire TV Stick 4K, Roku Ultra, Nvidia Shield TV, Google Chromecast 2020, and now this Apple TV 4K, I personally find the Apple TV 4K to be the absolute best streaming device out of all of the aforementioned devices! The Apple TV 4K has a really clean & very intuitive UI, better Dolby Vision and Atmos support across apps than any other streamer out there, great streaming quality overall, stronger app library compared to other devices out there, and a pretty good remote. Yes you heard me, I actually dig this remote after getting used to it, I don't find it to be as overly complicated to use as some folks made it out to be.Hard to believe I used to be anti-Apple everything and even refused to buy this until much earlier this month and now I really see the hype surrounding the Apple TV 4K. Glad I did bit the bullet & purchased this. Also I now prefer iTunes as my preferred digital streaming service over Vudu and Amazon Video due to higher bitrate overall and of course better 4K Dolby Vision and/or Atmos support depending on movie. If you got almost $200 to spend for a streaming device, I highly recommend the Apple TV 4K!5/5I reviewed the 32GB version of this device, and it should be good enough for most people unless you plan on doing some gaming as well, then you might wanna go ahead and spend the extra $20 for the 64GB version.","5.0 out of 5 stars","Reviewed in the United States on January 18, 2021","Cameron",2
"Pricey, but well worth the price tag","I own just about every streaming device there is: FireTV, Roku, smart TVs, etc. Apple TV is far away the best especially if you own multiple Apple products such as an iPhone and iPad. It syncs will all of your Apple devices and makes switching between them seamless.As if that weren't enough, apps like Hulu, Netflix, HBOMax, and Disney+, work better here than on other devices. Even the Prime Video app is better developed and is more intuitive than on its native device FireTV. And if you're like me, you have a TV streaming service instead of cable or satellite. I use YouTube TV and the biggest problem I had was finding a device that carries the app that isn't Google owned. Amazon can't come to an agreement with Google so there's no telling when or if it will ever be available there. So I purchased a Roku stick just to stream my YouTube TV, and it's interface is extremely clunky, buggy and in sore need of an operational overhaul.The Apple TV doesn't suffer from any of these issues. Yes, it's pricey, but it eliminates the need for any other device and the ease of use and intuitiveness of the operating system make it well worth the price tag in my opinion.","5.0 out of 5 stars","Reviewed in the United States on September 10, 2020","T. Long",2
"Can use my iPhone as Apple TV remote<U+203C><U+FE0F>","There's a huge improvement from the older model.User friendliness is a Huge improvement. If I can figure this out on my own anyone can! seriously!The remote is amazing. Scroll feeling like a laptop. It was easy to set up easy to organize easy to run. I love how the remote will automatically bump into my phone for easier typing.I can finally run my television without having to ask my teenager's help!Highly recommend.Makes my TV even more easy to use.April 20, 2021 updateAbsolutely love my new Apple TV! Only recently discovered I actually can use my iPhone has my TV remote! So friggin cool<U+203C><U+FE0F>","5.0 out of 5 stars","Reviewed in the United States on October 28, 2020","A. Daley",2
"Expensive, yes. Still my favorite streaming box? Of course","The media could not be loaded.
 I have two Apple TV 4K models, both 32gb each. I bought the first one at Target in September 2019 after owning an Apple TV 3rd gen for 6 years.

This second Apple TV 4K was bought for a pretty stupid reason: Apple Fitness+ and Apple's unwillingness to let us AirPlay Fitness+ to even HomeKit enabled TVs.

This wasn't a purchase I was going to make when I bought the 4K TV in my bedroom; it is $180 so I bought a $50 Fire Stick for streaming for the bedroom TV.

But as I lose weight and get into better shape by monitoring what I eat, going into a caloric deficit, and exercising with Fitness+, the lack of AirPlay for that service meant I needed to get another Apple TV 4K.

Could I have just used the Apple TV in my living room? Sure, but the hardwood and floor level blinds make me leery of doing so. Exercising in my bedroom is my preferred way to do things as there is carpet.

Now, how does it perform? How does it stack up to my (now no longer owned) Fire Stick 4K?

The interface is buttery smooth on this box. It was smooth on the Fire Stick as well, but I had more internet connection errors on the Fire Stick. I have a mesh wifi system with one beacon outside in the utility closet, which is close to my bedroom, and one in my office. For whatever reason, sometimes the Fire Stick would tell me I didn't have an internet connection but my Apple TV in the living room did.

The interface on the Apple TV is just better. Full stop. It's clean, the UX is better even if it isn't the greatest it's still decent and easier to navigate than the Fire Stick.

Voice control with Siri is hit or miss for most people. Depending on what I am asking for, Siri will either find it or give me some convoluted nonsense. The Fire Stick was a bit better but not by much. Where Apple pulls ahead in the voice assistant feature of the streaming box wars is being able to search across multiple apps and services, something I sorely missed when when using Alexa on my Fire Stick.

The resolution is great; I have two 4K TVs from LG, with HDR and HomeKit, one 49"" in the living room and a 43"" in the bedroom mounted to the wall. The picture may vary from TV to TV but I find it incredibly sharp. One thing to note is with this box you need an HDMI 2.0 cable that is able to handle 4K data streaming to actually get the best picture.

I use mainly streaming services and keep my TV provider for sports and ID channel (yeah I am one of those women haha) and this means I can, and do, use my HomePods for stereo sound, now coming with Dolby Atmos.

I recently bought a HomePod Mini for the bedroom Apple TV which sounds great. In order to use HomePods as default speakers for your Apple TV, you need two in a pair. If not, you can always press and hold the TV button on the remote to bring up AirPlay menu and select your HomePod.

The biggest, and I mean BIGGEST flaw of this box is the remote. OH. GOD. It's terrible. You accidentally touch the touch surface and you scrub through a video by accident. Scrolling down long lists of YouTube channels takes FOREVER whereas on my Fire Stick remote it was BANG BANG, down the list, as that remote has physical buttons. A big miss here by Apple.

All in all, as someone with an ENORMOUS cadre of Apple gear, this is another win from Apple.","5.0 out of 5 stars","Reviewed in the United States on January 7, 2021","Tiffany White",2
